loannumber,dateapproved,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,initialapprovalamount,currentapprovalamount,servicinglendername,jobsreported,naicscode,businesstype,originatinglender,forgivenessamount,forgivenessdate
4915298308,01/23/2021,ALLAN MURDOCK,715 E Main St,Artesia,NM,88210-9608,07/07/2021,Paid in Full,42394,42394,"Western Bank, Artesia, New Mexico",4,332710,Corporation,"Western Bank, Artesia, New Mexico",42555.33,06/15/2021
9308927203,04/28/2020,"CORRALES PHARMACY, INC.","4940 Corrales Rd, Ste. 200",Corrales,NM,87048-8673,05/19/2021,Paid in Full,42391,42391,Sandia Laboratory FCU,3,446110,Corporation,Sandia Laboratory FCU,42784.71,04/12/2021
4080237306,04/29/2020,SUN RANCH PET HOSPITAL,2220 Sun Ranch Village Loop,Los Lunas,NM,87031,07/23/2021,Paid in Full,42377,42382,BMO Bank National Association,10,541940,Subchapter S Corporation,BMO Bank National Association,42848.2,06/02/2021
8629957208,04/28/2020,AARNA LLC,3294 CAMPFIRE ST,LOS LUNAS,NM,87031-7209,03/16/2021,Paid in Full,42378.5,42378.5,The Citizens Bank,17,722511,Limited  Liability Company(LLC),The Citizens Bank,42719.85,02/25/2021
1125268410,02/01/2021,PRECISION ACCOUNTING LLC,2501 Yale Blvd SE Ste 202,Albuquerque,NM,87106-4357,08/17/2021,Paid in Full,42372,42372,"U.S. Bank, National Association",5,541211,Subchapter S Corporation,"U.S. Bank, National Association",42556.79,07/12/2021
4847408301,01/23/2021,MEGACOMM SERVICES LLC,117 Calle del Rey NW,Albuquerque,NM,87114-5502,01/12/2022,Paid in Full,42365,42365,"Wells Fargo Bank, National Association",4,237130,Limited  Liability Company(LLC),"Wells Fargo Bank, National Association",42732.94,12/16/2021
4134838508,02/25/2021,CENTER BARBER & BEAUTY SHOP LLC,503 W Cordova Rd,Santa Fe,NM,87505-1843,10/20/2021,Paid in Full,42353.12,42353.12,Enterprise Bank & Trust,9,812111,Limited  Liability Company(LLC),Enterprise Bank & Trust,42581.36,09/17/2021
8059238306,01/29/2021,ADVOCATES FOR COMMUNITY AND ENVIRONMENT,1201 Half Moon Rd,El Prado,NM,87529-7483,12/09/2021,Paid in Full,42350,42350,Centinel Bank of Taos,4,541110,Corporation,Centinel Bank of Taos,42682.92,11/19/2021
8408607302,05/01/2020,"LEGENT SECURITY SERVICES, LLC",3705 ELIISON DR NW SUITE B-1 204,ALBUQUERQUE,NM,87114,12/21/2021,Charged Off,42342,42342,"Wells Fargo Bank, National Association",15,561612,Limited  Liability Company(LLC),"Wells Fargo Bank, National Association",,
6905727109,04/14/2020,C-B LABORATORY INC,313 w COUNTRY CLUB RD # 8,ROSWELL,NM,88201-5804,11/17/2020,Paid in Full,42341.8,42341.8,Pioneer Bank,8,621511,Corporation,Pioneer Bank,42534.37,10/08/2020
9133758400,02/16/2021,LA UNION MAZE LLC,1101 Highway 28,Anthony,NM,88021-8630,03/09/2021,Paid in Full,42335.9,42335.9,First New Mexico Bank Las Cruces,102,111998,Partnership,First New Mexico Bank Las Cruces,42857.85,05/19/2022
7824337810,06/04/2020,SOUTHWEST BOILER SUPPLY,6072 Appleton Road Southwest,Albuquerque,NM,87105-6602,10/21/2021,Paid in Full,42316,42316,Celtic Bank Corporation,5,423990,Limited  Liability Company(LLC),Celtic Bank Corporation,42874.8,10/04/2021
3633487209,04/27/2020,EARL L. FREEMAN,1236 PEYTON RD,LOS LUNAS,NM,87031,05/12/2021,Paid in Full,42314,42314,Nusenda FCU,9,236220,Sole Proprietorship,Nusenda FCU,42703.52,04/08/2021
3660288406,02/05/2021,EARL FREEMAN DBA FREEMAN'S FINEST,1236 Peyton Rd,Los Lunas,NM,87031-6421,11/10/2021,Paid in Full,42314,42314,Nusenda FCU,6,236220,Sole Proprietorship,Nusenda FCU,42604.98,10/19/2021
6746827008,04/07/2020,ADVOCATES FOR COMMUNITY AND ENVIRONMENT,94 State Road 150 Suite 8,EL PRADO,NM,87529-6028,06/19/2021,Paid in Full,42300,42300,Centinel Bank of Taos,4,541110,Corporation,Centinel Bank of Taos,42728.88,04/19/2021
8494577203,04/28/2020,"EC STAFFING, INC.","2901 E 20th Street, Ste 101",FARMINGTON,NM,87402-4411,12/12/2020,Paid in Full,42300,42300,The Citizens Bank,11,561320,Subchapter S Corporation,The Citizens Bank,36132.67,11/10/2020
7452527403,05/16/2020,SOFTOPT ENGINEERING LLC,1190 HARRISON ROAD STUDIO 1,SANTA FE,NM,87507,05/12/2021,Paid in Full,42292,42292,"Wells Fargo Bank, National Association",2,541990,Limited  Liability Company(LLC),"Wells Fargo Bank, National Association",42675.52,04/15/2021
1762128308,01/19/2021,PEREZ COLLISION LLC,2415 2nd St NW,Albuquerque,NM,87102-1048,12/13/2022,Paid in Full,42291,42291,DreamSpring,14,336211,Corporation,DreamSpring,43066.33,11/21/2022
5321337210,04/27/2020,PEREZ COLLISION CTR LLC,2415 2nd St NW,ALBUQUERQUE,NM,87121,11/23/2021,Paid in Full,42291,42291,DreamSpring,17,722511,Corporation,DreamSpring,42887.77,10/06/2021
7436467703,05/01/2020,PLACITAS CAFE LLC,221 STATE,PLACITAS,NM,87043,01/22/2021,Paid in Full,42285,42285,"U.S. Bank, National Association",14,722511,Limited  Liability Company(LLC),"U.S. Bank, National Association",42548.11,12/15/2020
6012468309,01/26/2021,NEW MEXICO BANKERS ASSOCIATION,316 Osuna Rd NE Ste 502,Albuquerque,NM,87107-5956,09/28/2021,Paid in Full,42274,42274,"U.S. Bank, National Association",3,611710,501(c)6 � Non Profit Membership,"U.S. Bank, National Association",42494.76,08/11/2021
9141518507,03/12/2021,SANTA FE CHAMBER OF COMMERCE,1644 SAINT DR,SANTA FE,NM,87505,09/25/2021,Paid in Full,42260,42260,"U.S. Bank, National Association",4,813910,Corporation,"U.S. Bank, National Association",42405.56,08/04/2021
2961078608,03/16/2021,BUFFALO GRILL & SALAD BAR LLC,320 W 21st St,Clovis,NM,88101-4335,03/11/2022,Paid in Full,42259.25,42259.25,The Citizens Bank of Clovis,12,722511,Limited  Liability Company(LLC),The Citizens Bank of Clovis,42363.72,06/15/2021
3502187703,05/01/2020,MEDERI LIFE LLC,4325 Carlisle Blvd,ALBUQUERQUE,NM,87107,03/12/2021,Paid in Full,42251.2,42251.2,"Square Capital, LLC",5,999990,Limited  Liability Company(LLC),Celtic Bank Corporation,42540.59,01/08/2021
8338577702,05/01/2020,BLUE CASTLE AUTO INC,2321 ISLETA BLVD SW,ALBUQUERQUE,NM,87105,07/13/2021,Paid in Full,42250,42250,"U.S. Bank, National Association",7,811111,Subchapter S Corporation,"U.S. Bank, National Association",42725.31,06/17/2021
9455047406,05/20/2020,THAI CUSINE II LLC,4201 CENTRAL AVE NE,ALBUQUERQUE,NM,87108-1162,07/14/2021,Paid in Full,42246,42246,"Wells Fargo Bank, National Association",6,722511,Partnership,"Wells Fargo Bank, National Association",42685.82,06/08/2021
4100037303,04/29/2020,ERIC ALTENBURG,4600 MONTGOMERY BLVD NE,ALBUQUERQUE,NM,87109,03/20/2021,Paid in Full,42222,42222,"U.S. Bank, National Association",1,523930,Limited  Liability Company(LLC),"U.S. Bank, National Association",42331.33,02/10/2021
3954387204,04/27/2020,BILL BRUCE KING,PO Box 2670,Moriarty,NM,87035-2670,04/08/2021,Paid in Full,42205,42205,Production Credit Association of Southern New Mexi,7,112111,Sole Proprietorship,Production Credit Association of Southern New Mexi,42563.74,03/10/2021
1705067202,04/15/2020,MAGNUM KUTRITE SERVICES LLC,212 South Dal Paso Street,Hobbs,NM,88240,06/15/2022,Paid in Full,42200,42200,Customers Bank,6,453998,Sole Proprietorship,"Readycap Lending, LLC",42403.89,04/26/2021
2343108302,01/20/2021,PENA'S TILE INSTALLATION INC.,817 Quesenberry St,Las Cruces,NM,88005-2316,10/20/2021,Paid in Full,42200,42200,First American Bank,12,238340,Subchapter S Corporation,First American Bank,42478.99,09/27/2021
3885677301,04/29/2020,ONE STOP TWO LLC,225 Eubank Blvd NE,Albuquerque,NM,87123,07/17/2021,Paid in Full,42200,42200,"BOKF, National Association",4,441120,Limited  Liability Company(LLC),"BOKF, National Association",42689.99,06/24/2021
6926487108,04/14/2020,"PENA'S TILE INSTALLATION, INC.",817 Quesenberry St.,LAS CRUCES,NM,88011,03/20/2021,Paid in Full,42200,42200,First American Bank,12,238340,Subchapter S Corporation,First American Bank,42552.84,02/19/2021
7142017103,04/14/2020,GASCO PROPANE LLC,5785 US HWY 64,FARMINGTON,NM,87401-1556,03/16/2021,Paid in Full,42200,42200,The Citizens Bank,6,213112,Limited  Liability Company(LLC),The Citizens Bank,42563.04,03/05/2021
7975647000,04/08/2020,GALLUP LIMB AND BRACE,927 W. Aztec Ave,GALLUP,NM,87301-6609,01/14/2021,Paid in Full,42200,42200,Bank of Colorado,4,339113,Subchapter S Corporation,"Pinnacle Bank, A Division of",42453.2,11/19/2020
8146187208,04/28/2020,"FRANK YARDMAN CONSTRUCTION, LTD. CO.",52 PASEO DE AGUILA,SANTA FE,NM,87506,03/18/2021,Paid in Full,42200,42200,Enterprise Bank & Trust,5,236115,Partnership,Enterprise Bank & Trust,42521.19,02/10/2021
3511708408,02/05/2021,BLP LLC,4201 Ellison St NE,Albuquerque,NM,87109-4503,01/07/2022,Paid in Full,42190,42190,Western Commerce Bank,7,238210,Limited  Liability Company(LLC),Western Commerce Bank,42532.14,12/06/2021
6396878508,03/03/2021,MICAH RICHARDS ELECTRICAL SERVICES LLC,310 McKee Dr N/A,Gallup,NM,87301-4824,11/23/2021,Paid in Full,42190,42190,Customers Bank,3,238210,Limited  Liability Company(LLC),Customers Bank,42415.4,09/20/2021
9681097201,04/28/2020,"MEINEKE CAR CARE CENTER #2281, LLC",8721 San Pedro Dr NE,ALBUQUERQUE,NM,87113,09/22/2021,Paid in Full,42186,42186,First Bank of the Lake,5,811112,Limited  Liability Company(LLC),First Bank of the Lake,42725.04,08/19/2021
5752958500,03/01/2021,HABANERO GRILL LLC,1513 Camina Contenta,Farmington,NM,87401-8058,04/24/2021,Paid in Full,42163.77,42163.77,Four Corners Community Bank,7,722513,Limited  Liability Company(LLC),Four Corners Community Bank,42380.94,09/10/2021
3870348409,02/05/2021,S-SQUIRE INC.,8512 Calle Alameda NE,Albuquerque,NM,87113-1587,11/18/2021,Paid in Full,42162,42162,"JPMorgan Chase Bank, National Association",4,423690,Corporation,"JPMorgan Chase Bank, National Association",42452.38,10/20/2021
2766558408,02/04/2021,CARLISLE CHEVRON LLC,2137 Carlisle Blvd NE,Albuquerque,NM,87110-3809,04/08/2022,Paid in Full,42157.5,42157.5,Western Commerce Bank,7,447110,Limited  Liability Company(LLC),Western Commerce Bank,42606.79,03/02/2022
1307488603,03/13/2021,J.N.B. DESIGNS,10 Hampton Rd,Santa Fe,NM,87505-8901,09/17/2022,Paid in Full,42155,42155,Sunflower Bank National Association,3,711510,Limited  Liability Company(LLC),Sunflower Bank National Association,42774.04,09/01/2022
1164727402,05/04/2020,"BLUEHIVE SOLUTIONS, INC.",7724 R C GORMAN AVE NE,ALBUQUERQUE,NM,87122-2773,12/12/2023,Paid in Full,22155,42152,"Bank of America, National Association",2,518210,Corporation,"Bank of America, National Association",35313.01,03/31/2022
7848908304,01/28/2021,FARMINGTON CONVENTION AND VISITORS BUREAU,3041 E Main,Farmington,NM,87401,08/07/2021,Paid in Full,42150.87,42150.87,The Citizens Bank,3,561591,501(c)6 � Non Profit Membership,The Citizens Bank,42351.81,07/23/2021
9641617306,05/02/2020,WAYNE PETNER,115 PRINCE ST N,CLOVIS,NM,88101,01/22/2021,Paid in Full,42124,42124,"U.S. Bank, National Association",7,236220,Sole Proprietorship,"U.S. Bank, National Association",42379.08,12/21/2020
9945287302,05/03/2020,ELITE LOCUMS LLC,8100 WYOMING BLVD NE STE M4 108,ALBUQUERQUE,NM,87113,04/17/2021,Paid in Full,42105,42105,"Bank of America, National Association",1,621498,Limited  Liability Company(LLC),"Bank of America, National Association",42461.45,03/10/2021
4937597004,04/04/2020,CARLISLE CHEVRON LLC,2137 CARLISLE BLVD,ALBUQUERQUE,NM,87110-3809,02/06/2021,Paid in Full,42100,42100,Western Commerce Bank,7,447110,Limited  Liability Company(LLC),Western Commerce Bank,42435.65,01/26/2021
5118567105,04/13/2020,"BLP, LLC",4201 ELLISON ST NE,ALBUQUERQUE,NM,87109-4503,05/07/2021,Paid in Full,42100,42100,Western Commerce Bank,6,238210,Limited  Liability Company(LLC),Western Commerce Bank,42518.69,04/20/2021
5957107010,04/06/2020,"MR. MOBILE COMMUNICATIONS, INC.",11 ROAD 3091,AZTEC,NM,87410-3101,06/02/2020,Paid in Full,42100,42100,Four Corners Community Bank,5,423610,Corporation,Four Corners Community Bank,42647.88,08/05/2021
6180287001,04/06/2020,"PAM LACKEY, CPA",122 E CENTRAL AVE,LOVINGTON,NM,88260-4214,12/04/2020,Paid in Full,42100,42100,Western Commerce Bank,5,541219,Sole Proprietorship,Western Commerce Bank,42339.91,11/05/2020
6910187107,04/14/2020,EHIS CORPORATION,530 N GUADALUPE ST,SANTA FE,NM,87501,12/09/2020,Paid in Full,42100,42100,HTLF Bank,8,451110,Subchapter S Corporation,"New Mexico Bank and Trust, A Division of HTLF Bank",42345.68,11/20/2020
7146567101,04/14/2020,C&R CONCRETE LLC,400 TELSHOR BLVD,LAS CRUCES,NM,88011-8214,07/17/2021,Paid in Full,42100,42100,WestStar Bank,12,238110,Limited  Liability Company(LLC),WestStar Bank,42574.79,06/08/2021
9037157107,04/15/2020,"FOUR CORNERS HOME INSPECTION, INC.",514 N Orchard Ave.,FARMINGTON,NM,87401,04/23/2021,Paid in Full,42100,42100,"Zions Bank, A Division of",4,541350,Subchapter S Corporation,"Zions Bank, A Division of",41796.51,12/09/2020
9264747107,04/15/2020,"NOVAK, INC.",265 Carver Rd,LAS CRUCES,NM,88005,01/22/2021,Paid in Full,42100,42100,First American Bank,5,811118,Corporation,First American Bank,41364.75,02/16/2021
6724317301,04/30/2020,IMMACULATE CONCEPTION - LAS VEGAS,811 6th St,LAS VEGAS,NM,87701-4305,05/14/2021,Paid in Full,42097.47,42097.47,Southwest Capital Bank,12,813110,Non-Profit Organization,Southwest Capital Bank,42449.45,03/05/2021
3129057210,04/16/2020,"SIMS GENERAL BUILDING, INC.",422 WELLESLEY DR SE,ALBUQUERQUE,NM,87106-1424,04/16/2021,Paid in Full,42072,42072,"Bank of America, National Association",6,238990,Corporation,"Bank of America, National Association",42433.93,02/25/2021
6173918510,03/03/2021,SIMS GENERAL BUILDING INC.,422 Wellesley Dr SE,Albuquerque,NM,87106-1424,12/17/2021,Paid in Full,42072,42072,"Bank of America, National Association",6,236220,Corporation,"Bank of America, National Association",17587.46,10/27/2021
1972148410,02/03/2021,LAUREN E A TRUITT PC,1221 Mechem Dr Ste 1,Ruidoso,NM,88345-7224,03/19/2022,Paid in Full,42067,42067,Customers Bank,5,541110,Corporation,"Kabbage, Inc.",42517.64,03/03/2022
5721628405,02/09/2021,"EAGLE SON'S ENTERPRISES, INC.",12520 Eagle Rock Ave NE,Albuquerque,NM,87122-2213,10/16/2021,Paid in Full,40225,42066,Nusenda FCU,11,722515,Corporation,Nusenda FCU,42298.8,09/10/2021
6222427310,04/30/2020,LA GRAN VICTORIA LLC,401 N RICHARDSON AVE,ROSWELL,NM,88201,05/08/2021,Paid in Full,42058,42058,"Wells Fargo Bank, National Association",8,722511,Limited  Liability Company(LLC),"Wells Fargo Bank, National Association",42444.01,04/08/2021
1370268403,02/01/2021,TUCUMCARI 2900 LLC,3304 W Historic Highway 66,Gallup,NM,87301-6841,12/04/2021,Paid in Full,42056,42056,Western Commerce Bank,9,721110,Limited  Liability Company(LLC),Western Commerce Bank,42369.4,11/02/2021
5299818603,03/20/2021,BISTRO CONCEPTS LLC,200 Aliso Dr SE,Albuquerque,NM,87108-2763,09/17/2022,Paid in Full,42056,42056,Sunflower Bank National Association,23,722511,Limited  Liability Company(LLC),Sunflower Bank National Association,42677.05,09/15/2022
2669098301,01/21/2021,JOE'S INSPECTION SERVICE INC.,1206 W Broadway St,Hobbs,NM,88240-5504,10/09/2021,Paid in Full,42048.65,42048.65,James Polk Stone Community Bank,3,211120,Corporation,James Polk Stone Community Bank,42309.12,09/08/2021
4037388502,02/25/2021,PASTRAMI KING ENTERPRISES LLC,6125 Montgomery Blvd NE Ste 5,Albuquerque,NM,87109-1487,10/19/2021,Paid in Full,42044,42044,WebBank,7,722513,Limited  Liability Company(LLC),WebBank,42269.4,09/08/2021
2115887707,05/01/2020,"KINGDOM RECRUITING, LLC",1917 N TURNER ST,HOBBS,NM,88240,11/19/2021,Paid in Full,42042,42042,"JPMorgan Chase Bank, National Association",4,561311,Limited  Liability Company(LLC),"JPMorgan Chase Bank, National Association",42631.41,09/29/2021
1175787208,04/15/2020,ROD BACA INSURANCE AGENCY LLC,1202 Main Street B,LOS LUNAS,NM,87031,01/12/2021,Paid in Full,42000,42000,HTLF Bank,5,524210,Sole Proprietorship,"New Mexico Bank and Trust, A Division of HTLF Bank",42266.96,12/09/2020
5167498503,02/27/2021,CASTILLO PSYCHOLOGICAL LLC,1605 S Main St,Las Cruces,NM,88005-3124,10/26/2021,Paid in Full,42000,42000,First American Bank,3,621330,Limited  Liability Company(LLC),First American Bank,42199.5,08/24/2021
5791218504,03/01/2021,CIRCLE D INC,422 Sayles Rd,La Mesa,NM,88044-9644,12/15/2021,Paid in Full,42000,42000,First American Bank,12,111219,Subchapter S Corporation,First American Bank,42308,11/24/2021
6117567108,04/14/2020,EL FAROLITO & FOUR KACHINAS B&B INNS,512 Webber Street,SANTA FE,NM,87505-2654,08/10/2021,Paid in Full,42000,42000,Sunflower Bank National Association,1,721191,Sole Proprietorship,Sunflower Bank National Association,42539.67,08/06/2021
6287237204,04/27/2020,MAEZ WATER SOURCES AND DRILLING,3552 A HWY 47,PERALTA,NM,87042,08/06/2021,Paid in Full,42000,42000,HTLF Bank,12,237110,Limited  Liability Company(LLC),"New Mexico Bank and Trust, A Division of HTLF Bank",42500.55,07/08/2021
7161187201,04/28/2020,COLLECTED WORK BOOKSTORE LLC,202 GALISTEO ST,SANTA FE,NM,87501,04/21/2021,Paid in Full,42000,42000,Enterprise Bank & Trust,8,453998,Limited Liability Partnership,Enterprise Bank & Trust,42357,03/18/2021
7647987107,04/14/2020,BM TECHNOLOGY & SUPPLY INC.,2303 Bloomfield Hwy,FARMINGTON,NM,87401,02/11/2022,Paid in Full,42000,42000,"Zions Bank, A Division of",6,423840,Corporation,"Zions Bank, A Division of",42373.97,01/24/2022
9196358406,02/16/2021,STEFANI MANGRUM,1701 4th St SW,Albuquerque,NM,87102-4508,02/11/2022,Paid in Full,42000,42000,"PNC Bank, National Association",9,722320,Sole Proprietorship,First Source Federal Credit Union,42392,01/21/2022
1130018508,02/18/2021,LILIAN HO ENTERPRISES LLC,3410 NM 528 NW Ste 106,Albuquerque,NM,87114-7021,09/18/2021,Paid in Full,41997,41997,Nusenda FCU,6,812113,Limited  Liability Company(LLC),Nusenda FCU,42194.9,08/11/2021
8856847210,04/28/2020,DICK ELKINS SILVER INC.,5 Frontier Street,THOREAU,NM,87323,08/05/2021,Paid in Full,41993.75,41993.75,Washington Federal Bank d/b/a WaFd Bank,10,423940,Corporation,Washington Federal Bank d/b/a WaFd Bank,42515.17,07/21/2021
9547748408,02/17/2021,HAWKS ALOFT CONSERVATION AVIAN RESEARCH AND EDUCATION INC.,6715 Eagle Rock Ave NE Ste A,Albuquerque,NM,87113-1944,09/25/2021,Paid in Full,41980.28,41980.28,"BOKF, National Association",8,813219,Professional Association,"BOKF, National Association",42196.01,08/30/2021
9222138306,01/30/2021,METEOR CORPORATION,2025 Sullivan Ave,Farmington,NM,87401-4335,11/11/2021,Paid in Full,41970.85,41970.85,The Citizens Bank,8,812320,Corporation,The Citizens Bank,42247.97,10/04/2021
4155687405,05/08/2020,MELVIN KIM JEW INC,1716 EUBANK NE,ALBUQUERQUE,NM,87112,10/21/2021,Paid in Full,41953,41953,"Wells Fargo Bank, National Association",7,541921,Corporation,"Wells Fargo Bank, National Association",42509.31,09/08/2021
5375137302,04/30/2020,"THE AUTO CLINIC & TRANSMISSIONS, INC.",341 San Pedro Dr. NE,Albuquerque,NM,87108,09/29/2021,Paid in Full,41945,41945,BMO Bank National Association,6,811113,Subchapter S Corporation,BMO Bank National Association,42476.3,08/09/2021
7663417307,04/30/2020,ROC REAL ESTATE PARTNERS LLC,2711 5TH ST NW,ALBUQUERQUE,NM,87107-1327,10/16/2021,Charged Off,41945,41945,"Bank of America, National Association",5,531210,Limited  Liability Company(LLC),"Bank of America, National Association",35490.61,06/10/2021
2912527402,05/06/2020,ROSWELL QUICK LUBE,1005 S MAIN ST.,ROSWELL,NM,88203,06/10/2021,Paid in Full,41941,41941,"Wells Fargo Bank, National Association",7,811191,Sole Proprietorship,"Wells Fargo Bank, National Association",42361.56,05/13/2021
5259468306,01/25/2021,CLOWARD VETERINARY SERVICES LLC,1830 N Dal Paso St,Hobbs,NM,88240-3043,11/06/2021,Paid in Full,41932.24,41932.24,James Polk Stone Community Bank,5,541940,Limited  Liability Company(LLC),James Polk Stone Community Bank,42222.27,10/06/2021
7822047203,04/28/2020,FENCING UNLIMITED LLC,755 Bosque Farms Blvd.,BOSQUE FARMS,NM,87068,05/19/2021,Paid in Full,41920,41920,United Business Bank,7,238990,Corporation,United Business Bank,42269.14,03/08/2021
6945387108,04/14/2020,"L AND H HOLDINGS, LLC",668 Cook Ave,Raton,NM,87740,11/13/2020,Paid in Full,41918,41918,The First National Bank in Trinidad,25,722511,Limited  Liability Company(LLC),The First National Bank in Trinidad,42115.53,10/13/2020
