loannumber,dateapproved,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,initialapprovalamount,currentapprovalamount,servicinglendername,jobsreported,naicscode,businesstype,originatinglender,forgivenessamount,forgivenessdate
9018017007,04/09/2020,BANKER TOOLS INC,1719 MCKINNEY DR,CHEYENNE,WY,82009-9041,12/09/2021,Paid in Full,25966.66,25966.66,First National Bank of Omaha,2,444130,Subchapter S Corporation,"Western States Bank, A Division of First National Bank of Omaha",17698.9,12/15/2020
5637317102,04/13/2020,CHARLES WINNINGER INVESTMENTS,1438 SHERIDAN AVE ste 102,CODY,WY,82414-3735,01/30/2021,Paid in Full,25955,25955,BMO Bank National Association,2,523930,Corporation,BMO Bank National Association,26112.17,11/25/2020
5891058904,05/01/2021,NAVIGATE DIGITAL MARKETING LLC,30 N Gould St Ste R Ste R,Sheridan,WY,82801-6317,11/16/2021,Paid in Full,25949,25949,Choice Financial Group,2,541990,Subchapter S Corporation,Choice Financial Group,26058.48,10/08/2021
9722538609,03/26/2021,LIVESTOCK LIQUORS INC,107 S 7th St E,Riverton,WY,82501-4400,09/16/2021,Paid in Full,25938,25938,First Interstate Bank,4,722410,Subchapter S Corporation,First Interstate Bank,25994.85,06/15/2021
9843297010,04/09/2020,PM AUTO GLASS INC,420 MITCHELSON ST,ROCK SPRINGS,WY,82901-5004,11/17/2020,Paid in Full,25927,25927,RSNB Bank,4,811122,Corporation,RSNB Bank,26061.25,10/20/2020
1397508403,02/01/2021,SUNDANCE A&E LLC,824 US Highway 14 E,Sheridan,WY,82801-9545,07/14/2021,Paid in Full,25915,25915,Security State Bank,2,112111,Partnership,Security State Bank,26007.86,06/14/2021
3012638809,04/13/2021,KIM NORMAN,757 Klondike Dr,Buffalo,WY,82834-2522,02/04/2022,Paid in Full,25906,25906,First Northern Bank of Wyoming,4,624410,Sole Proprietorship,First Northern Bank of Wyoming,26098.14,01/06/2022
1055337306,04/28/2020,"A & C FEED COMPANY, INC.",721 W 22ND ST,CHEYENNE,WY,82001-3419,11/11/2020,Paid in Full,25900,25900,Platte Valley Bank,2,453998,Corporation,Platte Valley Bank,26015.83,10/13/2020
1314148310,01/16/2021,WIC ABATEMENT,7220 W Derick Dr,Casper,WY,82604-1883,07/16/2021,Paid in Full,25900,25900,Jonah Bank of Wyoming,18,236220,Corporation,Jonah Bank of Wyoming,26018.5,07/07/2021
4437727010,04/03/2020,ARROW GAS SERVICE CORPORATION,1002 East Second St PO Box 530,UPTON,WY,82730-0530,03/09/2021,Paid in Full,27300,25900,Sundance State Bank,14,447110,Corporation,Sundance State Bank,26072.81,02/12/2021
4886627108,04/13/2020,JONES FARMS,1030 Road 11,POWELL,WY,82435,03/11/2021,Paid in Full,25900,25900,"Bank of Bridger, National Association",5,112111,Corporation,"Bank of Bridger, National Association",26104.36,01/27/2021
5755757008,04/06/2020,"BOB'S SUPER CLEAN, LLC",64 Woodland Park Rd.,SHERIDAN,WY,82801-9318,01/08/2021,Paid in Full,25900,25900,First Federal Bank & Trust,4,561740,Limited  Liability Company(LLC),First Federal Bank & Trust,26080.24,12/21/2020
7600437000,04/07/2020,"NORTH STAR PHYSICAL THERAPY, LLC",1403 W. Ramhorn,DUBOIS,WY,82513-0775,02/20/2021,Paid in Full,25900,25900,"Community Banks of Colorado, A Division of",5,621340,Limited  Liability Company(LLC),Bank of Jackson Hole Trust,26091.37,01/11/2021
7733548608,03/24/2021,WESTERN WATER CONDITIONG INC,1310 N Garner Lake Rd,Gillette,WY,82716-9777,12/01/2021,Paid in Full,25900,25900,First Interstate Bank,4,238220,Subchapter S Corporation,First Interstate Bank,26036.24,10/08/2021
8828537301,05/01/2020,JAMES A EDDINGTON PC,2210 EAST A STREET,TORRINGTON,WY,82240,01/08/2021,Paid in Full,25900,25900,Glacier Bank,2,541110,Corporation,Glacier Bank,26053.98,12/08/2020
9921817007,04/09/2020,"JACKSON HOLE FOOD & WINE, A 501C3",3510 N Lake Creek Drive,WILSON,WY,83014-9695,06/18/2021,Paid in Full,25900,25900,"Community Banks of Colorado, A Division of",2,711320,Non-Profit Organization,Bank of Jackson Hole Trust,26173.39,05/10/2021
6252207206,04/27/2020,"CARTER BROTHERS CONSTRUCTION, INC.",21447 PO BOX 21447,CHEYENNE,WY,82003-7028,12/10/2020,Paid in Full,25888.52,25888.52,Wyoming Bank and Trust,2,238390,Corporation,Wyoming Bank and Trust,26017.61,11/10/2020
6999737308,04/30/2020,GLOBAL FACTOR SOLUTIONS LLC,30 N GOULD ST STE 3731,SHERIDAN,WY,82801,04/10/2021,Paid in Full,25873,25873,"Wells Fargo Bank, National Association",2,484230,Limited  Liability Company(LLC),"Wells Fargo Bank, National Association",26088.49,03/05/2021
4781787201,04/27/2020,LUND CONTRACT PUMPING,PO Box 118 251 Nolan Ave,KAYCEE,WY,82639,03/10/2021,Paid in Full,25853,25853,First Northern Bank of Wyoming,4,333914,Sole Proprietorship,First Northern Bank of Wyoming,26004.09,02/12/2021
8381808309,01/29/2021,STEVEN THOMPSON,1155 Road 11,Powell,WY,82435-9228,09/16/2021,Paid in Full,25833.32,25833.32,Pinnacle Bank-Wyoming,1,112111,Sole Proprietorship,Pinnacle Bank-Wyoming,25971.33,08/19/2021
1695597802,05/21/2020,OMNI HOLDINGS LLC,30n North Gould Street,Sheridan,WY,82801-6317,08/10/2021,Paid in Full,25833,25833,Celtic Bank Corporation,1,711190,Limited  Liability Company(LLC),Celtic Bank Corporation,26130.26,07/19/2021
1469868308,01/17/2021,WESTERN MEDICAL EQUIPMENT LLC,180 Center St # 5,Jackson,WY,83001-8700,08/16/2022,Paid in Full,25832.5,25832.5,First Western Trust Bank,2,532283,Limited  Liability Company(LLC),First Western Trust Bank,26209.22,07/05/2022
1135188305,01/16/2021,PATRICK HERMAN,9333 Thirty Three Mile Rd,Casper,WY,82604-9431,08/21/2021,Paid in Full,25832,25832,Hilltop National Bank,1,111940,Sole Proprietorship,Hilltop National Bank,25930.31,06/14/2021
8804048407,02/14/2021,JACOB REED,16536 US Hwy 85,Lusk,WY,82225-6509,07/08/2021,Paid in Full,25832,25832,Banner Capital Bank,1,112111,Sole Proprietorship,Banner Capital Bank,25904.9,06/15/2021
3921707404,05/08/2020,JEREMY NEWMAN MD LLC,1500 Goodrich Dr.,LANDER,WY,82520,01/20/2021,Paid in Full,21160,25831,First Interstate Bank,2,621111,Limited  Liability Company(LLC),First Interstate Bank,25990.94,12/28/2020
8460857010,04/08/2020,CLEAN WHEELS LLC,3919 CHEYENNE ST,CHEYENNE,WY,82001-1876,01/20/2021,Paid in Full,25831,25831,Wyoming Bank and Trust,10,811192,Limited  Liability Company(LLC),Wyoming Bank and Trust,25999.43,12/10/2020
4585928401,02/06/2021,JR CONSTRUCTION LLC,750 Shooting Star Dr.,Thayne,WY,83127,02/05/2022,Paid in Full,25809,25809,Bank of Star Valley,4,236115,Limited  Liability Company(LLC),Bank of Star Valley,26038.81,01/03/2022
5203407206,04/27/2020,MANX OIL CORPORATION,330 S CENTER ST #419,CASPER,WY,82601-2876,01/20/2021,Paid in Full,25800,25800,Jonah Bank of Wyoming,3,213112,Corporation,Jonah Bank of Wyoming,25956.92,12/10/2020
7341827004,04/07/2020,TETON SCENIC FLOATS AND FLY FISHING INC,3655 n Teton DR #521,WILSON,WY,83014-9134,03/12/2021,Paid in Full,25800,25800,"Community Banks of Colorado, A Division of",4,487210,Corporation,Bank of Jackson Hole Trust,25969.24,02/16/2021
8756148407,02/13/2021,PRONGHORN TOWING & RECOVERY LLC,1102 Locust St,Rawlins,WY,82301-6450,10/08/2021,Paid in Full,25797.87,25797.87,First Savings Bank,1,488410,Limited  Liability Company(LLC),First Savings Bank,25956.24,09/29/2021
4358838605,03/18/2021,SUNSHINE PACIFIC CORPORATION,1350 Road 4Dt,Meeteetse,WY,82433-9715,12/08/2021,Paid in Full,25784.53,25784.53,Security State Bank,2,211120,Subchapter S Corporation,Security State Bank,25945.68,11/03/2021
4274708310,01/23/2021,WIND RIVER MANAGEMENT,1215 Robin Ln,Riverton,WY,82501-6309,09/15/2021,Paid in Full,25777,25777,Central Bank & Trust,3,447190,Corporation,Central Bank & Trust,25916.63,08/17/2021
7100287105,04/14/2020,"SHANE ELECTRIC, INC.",PO BOX 2848,GILLETTE,WY,82717,01/15/2021,Paid in Full,25777,25777,First Northern Bank of Wyoming,4,238210,Subchapter S Corporation,First Northern Bank of Wyoming,25938.11,12/02/2020
4056447310,04/29/2020,NIGHT HERON ENTERPRISES LLC,107 E Ivinson Ave,LARAMIE,WY,82070,04/17/2021,Paid in Full,25775,25775,First Interstate Bank,15,722515,Limited  Liability Company(LLC),First Interstate Bank,26001.68,03/18/2021
8719268300,01/30/2021,GEN5 CORP,109 E 17th St Ste 5487,Cheyenne,WY,82001-4543,08/07/2021,Paid in Full,25765.5,25765.5,Points West Community Bank,2,541519,Corporation,Points West Community Bank,25877.03,07/08/2021
8095567105,04/15/2020,E&S AUTO & TRUCK REPAIR,1131 W Lincolnway,CHEYENNE,WY,82001,01/20/2021,Paid in Full,25763.7,25763.7,First Interstate Bank,4,811111,Limited  Liability Company(LLC),First Interstate Bank,25931.69,12/10/2020
2609598906,04/27/2021,LLOYD JOLLEY,241 Strawberry Hill Rd,Hulett,WY,82720-9631,08/07/2021,Paid in Full,25758.32,25758.32,Pinnacle Bank-Wyoming,1,238910,Sole Proprietorship,Pinnacle Bank-Wyoming,25809.84,07/13/2021
8950637300,05/01/2020,JNA SERVICES INC,43 Mill Iron Rd,Laramie,WY,82072-9400,03/12/2021,Paid in Full,25750,25750,First National Bank of Omaha,2,238210,Corporation,"Western States Bank, A Division of First National Bank of Omaha",25941.18,02/09/2021
2422138505,02/20/2021,BRUBAKER SHEEP LLC,5472 Road 32,MANDERSON,WY,82442,02/03/2022,Paid in Full,25740,25740,Security State Bank,2,112111,Limited  Liability Company(LLC),Security State Bank,25868.7,08/26/2021
3761947101,04/12/2020,CLEAR CREEK CANTINA LLC,4 S Main St.,BUFFALO,WY,82834-1823,01/20/2021,Paid in Full,25700,25740,First Interstate Bank,10,722511,Limited  Liability Company(LLC),First Interstate Bank,25912.78,12/15/2020
6365967305,04/30/2020,BRUBAKER SHEEP CO,5472 RD 32,MANDERSON,WY,82432,07/14/2021,Paid in Full,4906.67,25740,Security State Bank,2,112111,Limited  Liability Company(LLC),Security State Bank,26032.44,06/22/2021
2444188401,02/03/2021,FULLERTON INDUSTRIES,1845 Skyview Dr,Casper,WY,82601-9641,12/07/2021,Paid in Full,25727.37,25727.37,ANB Bank,2,532490,Subchapter S Corporation,ANB Bank,25912.75,11/03/2021
1102218305,01/16/2021,"LEGACY CONSTRUCTION, INC.",7229 S Goose Egg Cir,Casper,WY,82604-8720,07/07/2021,Paid in Full,25700,25700,Platte Valley Bank,3,236220,Subchapter S Corporation,Platte Valley Bank,25803.51,06/15/2021
4064517405,05/08/2020,"LEGACY CONSTRUCTION, INC.",7229 Goose Egg Circle,CASPER,WY,82604-8720,11/11/2020,Paid in Full,25700,25700,Platte Valley Bank,9,236115,Subchapter S Corporation,Platte Valley Bank,25807.8,10/13/2020
4571897005,04/03/2020,"SNOOK LAND & LIVESTOCK, LLC",19 Ridge View Drive,SUNDANCE,WY,82729-1411,02/18/2021,Paid in Full,25700,25700,Pinnacle Bank-Wyoming,6,112111,Limited  Liability Company(LLC),Pinnacle Bank-Wyoming,25893.63,01/14/2021
5076407006,04/05/2020,JACKSON HOLE FLY FISHING SCHOOL,PO BOX 1036,WILSON,WY,83014-1036,12/16/2020,Paid in Full,25700,25700,"Community Banks of Colorado, A Division of",5,611110,Limited  Liability Company(LLC),Bank of Jackson Hole Trust,25857.77,11/23/2020
5253767109,04/13/2020,SKYLINE CAFE,141 E. Coulter Ave,POWELL,WY,82435-2719,11/10/2021,Paid in Full,25700,25700,"Bank of Bridger, National Association",11,722511,Corporation,"Bank of Bridger, National Association",25986.57,05/27/2021
6113207010,04/06/2020,OKES JEWELERS,147 E 2ND ST,CASPER,WY,82601-2501,12/11/2020,Paid in Full,25700,25700,Hilltop National Bank,4,448310,Subchapter S Corporation,Hilltop National Bank,25854.91,11/24/2020
6230137001,04/06/2020,"JENESIS INDUSTRIAL GROUP, INC.",3707 YELLOWSTONE RD,ROCK SPRINGS,WY,82901-2821,07/10/2021,Paid in Full,25700,25700,NebraskaLand Bank,2,551112,Corporation,NebraskaLand Bank,26003.47,06/22/2021
1284528304,01/16/2021,"KAVISH MOTELS, INC.",1040 N Federal Blvd,Riverton,WY,82501-2795,11/05/2021,Paid in Full,25679,25679,Wyoming Community Bank,4,721110,Corporation,Wyoming Community Bank,25858.4,09/29/2021
9290487203,04/28/2020,HUNGRY BEAR RESTAURANT,2706 Big Horn Ave. Ste. A,CODY,WY,82414,05/08/2021,Paid in Full,25669.67,25669.67,Glacier Bank,2,722511,Sole Proprietorship,Glacier Bank,25910.89,04/14/2021
3601987103,04/11/2020,MASSAGE PROFESSIONALS OF JACKSON HOLE,970 W. Broadway Suite 204,JACKSON,WY,83001-6402,02/09/2021,Paid in Full,25625,25625,First Western Trust Bank,2,621399,Subchapter S Corporation,First Western Trust Bank,25820.03,01/14/2021
9521787208,04/28/2020,DR CONCRETE LLC,3 CLEAR VIEW DR,RIVERTON,WY,82501-9417,11/24/2020,Paid in Full,25612,25612,Central Bank & Trust,5,238110,Limited  Liability Company(LLC),Central Bank & Trust,25731.52,10/22/2020
5560388305,01/25/2021,SPHERE INC,4301 Chancery Ln,Gillette,WY,82718-7702,12/21/2021,Paid in Full,25610,25610,Stockman Bank of Montana,4,812990,Subchapter S Corporation,Stockman Bank of Montana,25805.76,11/03/2021
8918107207,04/28/2020,VERPLANCKE CONSULTING INC.,14 Westwind Drive,Buffalo,WY,82834-9314,02/04/2021,Paid in Full,25610,25610,Buffalo Federal Bank,2,213111,Subchapter S Corporation,Buffalo Federal Bank,25785,01/07/2021
5015667010,04/04/2020,"M&M SERVICES, LLC",23034 N US HWY 85,NEWCASTLE,WY,82701,03/04/2021,Paid in Full,25607,25607,First Northern Bank of Wyoming,9,561710,Limited  Liability Company(LLC),First Northern Bank of Wyoming,25773.87,02/12/2021
4430277101,04/13/2020,K&K CONCRETE LLC,421 Inyan Kara Creek Road PO. Box 796,Sundance,WY,82729-0796,01/12/2021,Paid in Full,25600,25600,Sundance State Bank,6,238110,Limited  Liability Company(LLC),Sundance State Bank,25762.02,12/08/2020
4551347007,04/03/2020,"KHAN HOLDINGS, LLC",655 E Hart St,BUFFALO,WY,82834-9349,03/10/2021,Paid in Full,25600,25600,Security State Bank,6,721110,Limited  Liability Company(LLC),Security State Bank,25790.76,02/12/2021
5192347205,04/27/2020,WYOMING TRUST COMPANY,141 SOUTH CENTER ST,CASPER,WY,82601-2563,02/12/2021,Paid in Full,25600,25600,Jonah Bank of Wyoming,7,523991,Corporation,Jonah Bank of Wyoming,25772.54,01/07/2021
5195517007,04/05/2020,THE PALATIUM HAIR STUDIO,216 GRAND AVE,LARAMIE,WY,82070-3640,08/19/2021,Paid in Full,25600,25600,Jonah Bank of Wyoming,6,812112,Corporation,Jonah Bank of Wyoming,25938.76,08/12/2021
7461537005,04/07/2020,MCDONALD LANDSCAPING,1180 PRAIRIE LN,BAR NUNN,WY,82601-9301,12/11/2020,Paid in Full,25600,25600,Hilltop National Bank,9,561730,Sole Proprietorship,Hilltop National Bank,25752.18,11/23/2020
7507437006,04/07/2020,EYES ON FREMONT LLC,111 S BROADWAY AVE,RIVERTON,WY,82501-4329,03/09/2021,Paid in Full,25600,25600,Central Bank & Trust,3,621320,Corporation,Central Bank & Trust,25755.37,02/16/2021
7864347404,05/17/2020,THE TESLA COMPANY LLC,1910 THOMES AVE,CHEYENNE,WY,82001-3527,07/22/2021,Paid in Full,25595,25595,"Bank of America, National Association",2,561499,Limited  Liability Company(LLC),"Bank of America, National Association",25778.72,02/05/2021
5279418310,01/25/2021,HENRY GRAY,101 STATE HIGHWAY 319,DOUGLAS,WY,82633,03/18/2022,Paid in Full,25576,25576,The Converse County Bank,1,112111,Sole Proprietorship,The Converse County Bank,25840.87,02/10/2022
6632708408,02/10/2021,LUSK HOSPITALITY LLC,730 S Main St,Lusk,WY,82225-5094,07/07/2023,Paid in Full,25570,25570,Cache Valley Bank,3,721110,Limited  Liability Company(LLC),Cache Valley Bank,26288.8,11/29/2023
7230357100,04/14/2020,"QUALITY MENTAL HEALTH, P.C.",4025 Rawlins St,CHEYENNE,WY,82001,08/21/2021,Paid in Full,25567.9,25567.9,First Interstate Bank,1,621112,Corporation,First Interstate Bank,25878.22,07/02/2021
9633677106,04/15/2020,"ON THE ROCKS JEWELRY, INCORPORATED.",41 East 1st St,SHERIDAN,WY,82801,08/24/2021,Paid in Full,25563.5,25563.5,First Interstate Bank,3,448310,Subchapter S Corporation,First Interstate Bank,25873.06,07/02/2021
8719507707,05/01/2020,ARTHUR ALEXANDER LLC,1623 CENTRAL AVE 145,CHEYENNE,WY,82001-4531,06/16/2021,Paid in Full,25557,25557,Cross River Bank,5,,Subchapter S Corporation,Cross River Bank,25826.57,05/27/2021
3029997104,04/11/2020,"PEAK PEST SOLUTIONS, LLC",214 East Third Ave,DAYTON,WY,82836,07/21/2021,Paid in Full,25555,25555,First Interstate Bank,1,561710,Limited  Liability Company(LLC),First Interstate Bank,25848.36,06/08/2021
