loannumber,dateapproved,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,initialapprovalamount,currentapprovalamount,servicinglendername,jobsreported,naicscode,businesstype,originatinglender,forgivenessamount,forgivenessdate
8242907700,05/01/2020,CHRISTINE SHIGAKI DDS PLLC,2623 WESTERN AVE,SEATTLE,WA,98121,05/22/2021,Paid in Full,75362,74870,"U.S. Bank, National Association",7,621210,Limited  Liability Company(LLC),"U.S. Bank, National Association",75612.46,04/30/2021
9853467801,06/09/2020,"DON CHUY MEXICAN RESTAURANT, LLC",19920 S PRARIE RD E,BONNEY LAKE,WA,98391,10/21/2021,Paid in Full,74867,74867,Quontic Bank,15,711110,Limited  Liability Company(LLC),Intuit Financing Inc.,75746.94,09/02/2021
5384108400,02/08/2021,SURMOHIN HOTEL LLC,4301 W Sunset Blvd,Spokane,WA,99224-5157,10/16/2021,Paid in Full,74864,74864,"A10Capital, LLC",14,721110,Limited  Liability Company(LLC),"A10Capital, LLC",75337.8,10/04/2021
1577847706,05/01/2020,BRIGHT STREET CONSTRUCTION,18115 33rd Ave NE,LAKE FOREST PARK,WA,98155,04/22/2021,Paid in Full,74860,74860,"JPMorgan Chase Bank, National Association",6,236115,Subchapter S Corporation,"JPMorgan Chase Bank, National Association",75457.09,02/19/2021
8675068405,02/13/2021,FAIRWOOD ASSEMBLY OF GOD,13120 SE 192nd St,Renton,WA,98058-7601,12/15/2021,Paid in Full,74858,74858,"Bank of America, National Association",15,813110,Non-Profit Organization,"Bank of America, National Association",75237.42,08/18/2021
9904298403,02/18/2021,SINGAPORE MATH CLUB LLC,15015 Main St Ste 117,Bellevue,WA,98007-5229,10/16/2021,Paid in Full,74857,74857,"Bank of America, National Association",8,611699,Limited  Liability Company(LLC),"Bank of America, National Association",75273.33,09/10/2021
5884418406,02/09/2021,MCCORMICK AIR CENTER LLC,3210 W Washington Ave,Yakima,WA,98903-1176,08/21/2021,Paid in Full,74856,74856,Banner Bank,13,488119,Limited  Liability Company(LLC),Banner Bank,75171.83,07/16/2021
2665678410,02/03/2021,KYOTO AT LONGVIEW INC.,760 OCEAN HWY,LONGVIEW,WA,98632,05/18/2022,Paid in Full,74851,74851,"U.S. Bank, National Association",8,722511,Corporation,"U.S. Bank, National Association",75711.79,04/07/2022
1803648700,03/27/2021,TK INDUSTRIES INC,1505 S 93rd St Ste Bd,Seattle,WA,98108-5114,09/24/2021,Paid in Full,74850,74850,"Bank of America, National Association",3,453998,Corporation,"Bank of America, National Association",75155.55,08/26/2021
1079468409,02/01/2021,M ZHANG DMD PLLC,15387 SE 59th St,Bellevue,WA,98006-5357,11/18/2021,Paid in Full,74837,74837,"JPMorgan Chase Bank, National Association",4,621210,Limited  Liability Company(LLC),"JPMorgan Chase Bank, National Association",75336.12,10/06/2021
5972998710,04/03/2021,K FACTOR LLC,8613 89th Ave NW,Gig Harbor,WA,98332-6321,09/25/2021,Paid in Full,74837,74837,Cross River Bank,4,238990,Limited  Liability Company(LLC),Cross River Bank,75117.9,08/23/2021
1580928300,01/19/2021,"GREENSENSE, LLC.",23252 Military Rd S,Kent,WA,98032-1894,10/19/2021,Paid in Full,74835,74835,UniBank,8,811121,Corporation,UniBank,75304.8,09/14/2021
5745068005,06/29/2020,"BALINT & ASSOCIATES, PLLC",5950 6TH AVE S,SEATTLE,WA,98108-2080,05/22/2021,Paid in Full,74835,74835,"U.S. Bank, National Association",5,541110,Limited  Liability Company(LLC),"U.S. Bank, National Association",75462.78,04/29/2021
3665828608,03/17/2021,BRYCE WILSON PLLC,5620 112th St E Ste 215,Puyallup,WA,98373-3206,09/30/2021,Paid in Full,74829.55,74829.55,Harborstone CU,11,621330,Limited  Liability Company(LLC),Harborstone CU,75164.2,08/30/2021
9670308302,01/31/2021,PETERSENS AUTOMOTIVE,2357 E Highway 101,Port Angeles,WA,98362-9003,09/24/2021,Paid in Full,74827,74827,First Fed Bank,8,441120,Limited  Liability Company(LLC),First Fed Bank,75239.06,08/23/2021
4377938508,02/25/2021,S&S HOSPITALITY GROUP LLC,4504 Canterwood Dr NW,Gig Harbor,WA,98332-8832,09/24/2021,Paid in Full,74826.5,74826.5,Heritage Bank,16,722310,Limited  Liability Company(LLC),Heritage Bank,75138.11,08/03/2021
8258568303,01/29/2021,TRI-CITIES TAP AND BARREL LLC,112 Keene Rd,Richland,WA,99352-8683,02/04/2022,Paid in Full,74826,74826,Community First Bank,8,722511,Limited  Liability Company(LLC),Community First Bank,75565.95,01/21/2022
1021657702,05/01/2020,"AUTOSTARS, INC",3103 W WASHINGTON AVE,YAKIMA,WA,98903,07/22/2021,Paid in Full,74822,74822,"JPMorgan Chase Bank, National Association",10,441228,Subchapter S Corporation,"JPMorgan Chase Bank, National Association",75669.32,06/22/2021
7267358405,02/11/2021,HECKMAN MOTORS INC,111 E 8th St,Port Angeles,WA,98362-6128,08/05/2021,Paid in Full,74816,74816,Sound Community Bank,6,532111,Subchapter S Corporation,Sound Community Bank,75100.92,07/08/2021
4103567402,05/08/2020,THE FIRST BAPTIST CHURCH OF EDMONDS,404 Bell Street,EDMONDS,WA,98020,01/20/2021,Paid in Full,74814,74814,Mountain Pacific Bank,12,813110,Non-Profit Organization,Mountain Pacific Bank,,
5505997105,04/13/2020,ALL AMERICAN AUTO REPAIR INC,6219 S TACOMA WAY,TACOMA,WA,98409-4125,03/16/2021,Paid in Full,74812,74812,Heritage Bank,24,811111,Subchapter S Corporation,Heritage Bank,75426.89,02/17/2021
1410817205,04/15/2020,MERCER ISLAND AND MILL CREEK MARTIAL ARTS LLC,2630 77th ave se #106,MERCER ISLAND,WA,98040,01/20/2022,Paid in Full,74800,74800,Umpqua Bank,7,611620,Limited  Liability Company(LLC),Umpqua Bank,76031.64,12/21/2021
2130637101,04/10/2020,"WIRKKALA CONTRACTING, INC",7009 Sandridge Road,LONG BEACH,WA,98631-4700,04/13/2021,Paid in Full,81300,74800,Bank of the Pacific,7,237990,Subchapter S Corporation,Bank of the Pacific,75490.62,03/25/2021
2263247106,04/10/2020,"JOSAN ENTERPRISES, INC.",630 Elliot Ave W,SEATTLE,WA,98119-5915,08/10/2021,Paid in Full,74800,74800,Coastal Community Bank,10,447110,Corporation,Coastal Community Bank,75748.83,07/22/2021
2516588305,01/21/2021,FROZEN TREATS HOLDINGS INC.,2529 Main St Ste 120,Union Gap,WA,98903-1690,09/15/2021,Paid in Full,74800,74800,Washington Trust Bank,12,722515,Corporation,Washington Trust Bank,75203.72,08/26/2021
2604917203,04/16/2020,MERCER ISLAND YOUTH SOCCER CLUB,4120 86TH AVE,MERCER ISLAND,WA,98040-4121,10/19/2021,Paid in Full,75000,74800,Umpqua Bank,15,711211,Non-Profit Organization,Umpqua Bank,75785.72,09/02/2021
2947397106,04/11/2020,LINOLEUM & CARPET CITY INC,1426 W Francis Ave,SPOKANE,WA,99205-6769,02/11/2021,Paid in Full,74800,74800,Washington Trust Bank,8,442210,Corporation,Washington Trust Bank,75338.97,01/07/2021
3622327702,05/01/2020,"BERGSTROM FOUNDRY, INC.",316 East State Street,Aberdeen,WA,98520,07/20/2021,Paid in Full,74800,74800,KeyBank National Association,7,331529,Corporation,KeyBank National Association,75607.43,06/03/2021
3653417403,05/07/2020,PM FUEL INC,2310 Rudkin Road,Union Gap,WA,98903,07/15/2021,Paid in Full,74800,74800,Banner Bank,23,447110,Corporation,Banner Bank,75629.97,06/29/2021
6475867202,04/28/2020,"PACIFIC BIGFOOT JAVA, LLC",406 Ellingson Road,PACIFIC,WA,98047-1002,02/11/2021,Paid in Full,74800,74800,Washington Trust Bank,15,722515,Limited  Liability Company(LLC),Washington Trust Bank,75316.43,01/07/2021
7151337107,04/14/2020,"KLEM'S GREENHOUSE, INC.",18728 NE 109th St,REDMOND,WA,98052-2927,12/24/2020,Paid in Full,74800,74800,KeyBank National Association,8,444220,Subchapter S Corporation,KeyBank National Association,75201.67,11/02/2020
8511737010,04/08/2020,MAK MANAGEMENT LLC,3213 WEST WHEELER ST #159,SEATTLE,WA,98199-3200,05/13/2021,Paid in Full,74800,74800,Peoples Bank,7,531390,Limited  Liability Company(LLC),Peoples Bank,75514.76,04/01/2021
9324627109,04/15/2020,CHOICE TURF DRIVING RANGE INC.,8511 MARSH RD,SNOHOMISH,WA,98296-5922,10/09/2021,Paid in Full,74800,74800,Coastal Community Bank,17,713910,Corporation,Coastal Community Bank,75752.93,08/02/2021
9670057205,04/28/2020,GLOBAL TEX LLC,2608  2ND AVE #255,SEATTLE,WA,98121-1212,05/26/2021,Paid in Full,74800,74800,Umpqua Bank,3,561499,Corporation,Umpqua Bank,75496.77,04/12/2021
9908837204,04/28/2020,BSM CONSTRUCTION,1600 BENSON RD S Apt 307,RENTON,WA,98055-4540,06/05/2021,Paid in Full,74800,74800,Coastal Community Bank,6,236220,Subchapter S Corporation,Coastal Community Bank,75548,05/10/2021
9944317002,04/09/2020,DICK'S BREWING CO.,3516 GALVIN RD,CENTRALIA,WA,98531-9002,03/10/2021,Paid in Full,74800,74800,Security State Bank,15,312120,Corporation,Security State Bank,75244.91,02/16/2021
7469448308,01/28/2021,RECK LAW PLLC,219 Prospect St,Port Orchard,WA,98366-5325,08/18/2021,Paid in Full,74797,74797,"Bank of America, National Association",8,541110,Limited  Liability Company(LLC),"Bank of America, National Association",75165.86,07/28/2021
5547907305,04/30/2020,RECK LAW PLLC,219 PROSPECT ST,PORT ORCHARD,WA,98366-5325,03/18/2021,Paid in Full,74796,74796,"Bank of America, National Association",8,541110,Limited  Liability Company(LLC),"Bank of America, National Association",75265.17,02/16/2021
4567407703,05/01/2020,SBK RECYCLING LLC,10733 A ST S,TACOMA,WA,98444,05/12/2021,Paid in Full,74792,74792,"Wells Fargo Bank, National Association",10,562920,Limited  Liability Company(LLC),"Wells Fargo Bank, National Association",75466.15,04/08/2021
8757947210,04/28/2020,"YA CHUN WANG DDS, MSD, PLLC",22635 NE Marketplace Drive Suite 110,REDMOND,WA,98053-5898,05/25/2021,Paid in Full,74790,74790,Cache Valley Bank,6,621210,Limited  Liability Company(LLC),Cache Valley Bank,75485.96,04/08/2021
4263558405,02/06/2021,CREATIVE NAILS & SPA LLC,3814 Pacific Ave Ste 102,Tacoma,WA,98418-7813,10/15/2021,Paid in Full,74785,74785,"U.S. Bank, National Association",9,812113,Limited  Liability Company(LLC),"U.S. Bank, National Association",75254.48,09/23/2021
7236998308,01/28/2021,"EVERETT SPINE & REHAB, PLLC",927 128th St SW Ste B,Everett,WA,98204-6315,10/09/2021,Paid in Full,74777,74777,Coastal Community Bank,7,621310,Limited  Liability Company(LLC),Coastal Community Bank,75184.69,08/17/2021
6009248007,06/29/2020,CURTIS BLAKEWAY,2252 Central Rd,Everson,WA,98247-9756,11/18/2021,Paid in Full,74772.5,74772.5,WCLA CU,5,113310,Sole Proprietorship,WCLA CU,75664.21,10/07/2021
8033407304,05/01/2020,NIKAIDO LLC,8840 NE 24th St.,Clyde Hill,WA,98004,04/06/2021,Paid in Full,74761.63,74761.63,Washington Federal Bank d/b/a WaFd Bank,25,722511,Limited  Liability Company(LLC),Washington Federal Bank d/b/a WaFd Bank,75415.79,03/25/2021
6556388405,02/10/2021,ALPHA MARTIAL ARTS LLC,4616 25th Ave NE PMB 459,Seattle,WA,98105-4183,05/19/2022,Paid in Full,74760,74760,"JPMorgan Chase Bank, National Association",13,611620,Limited  Liability Company(LLC),"JPMorgan Chase Bank, National Association",75598.47,03/31/2022
7295517308,04/30/2020,TIMUR ERNAFASOV INC,610 W MEEKER ST STE 102,KENT,WA,98032,06/09/2021,Paid in Full,74760,74760,"Wells Fargo Bank, National Association",11,621210,Corporation,"Wells Fargo Bank, National Association",75491.21,04/30/2021
9064928300,01/30/2021,GRAYSCALE DESIGN STUDIO INC.,6849 23rd Ave NE,Seattle,WA,98115-7033,11/18/2021,Paid in Full,74760,74760,"JPMorgan Chase Bank, National Association",5,541410,Subchapter S Corporation,"JPMorgan Chase Bank, National Association",75258.61,10/06/2021
5443488410,02/08/2021,NEKO LLC,519 E Pine St,Seattle,WA,98122-2319,09/25/2021,Paid in Full,74756.5,74756.5,Itria Ventures LLC,10,722511,Limited  Liability Company(LLC),Itria Ventures LLC,75140.67,08/24/2021
3358158608,03/16/2021,"ARCSOFT CONSULTING, LLC",241 S Lander St Ste 203,Seattle,WA,98134-1901,02/16/2022,Paid in Full,74755,74755,"Wells Fargo Bank, National Association",5,519190,Limited  Liability Company(LLC),"Wells Fargo Bank, National Association",75344.85,01/03/2022
5042208406,02/07/2021,BARP INC.,1515 Iowa St,Bellingham,WA,98229-4708,04/23/2022,Paid in Full,74755,74755,Coastal Community Bank,10,811121,Corporation,Coastal Community Bank,75586.52,03/22/2022
4194408608,03/18/2021,SCOTT FLURY,617 S 23rd Ct,Ridgefield,WA,98642-2318,12/01/2021,Paid in Full,74752.84,74752.84,IQ CU,4,722511,Limited  Liability Company(LLC),IQ CU,75191.12,10/25/2021
8109667701,05/01/2020,ANTHONY T LOVROVICH DDS PS,4540 SAND WAY NE,SEATTLE,WA,98105,05/21/2021,Paid in Full,74752,74752,"U.S. Bank, National Association",7,,Corporation,"U.S. Bank, National Association",75464.22,04/19/2021
7814917204,04/28/2020,AVA HOMES LLC,16330 Inglewood Pl NE,Kenmore,WA,98028,08/31/2021,Paid in Full,74750.43,74750.43,Washington Federal Bank d/b/a WaFd Bank,4,236117,Limited  Liability Company(LLC),Washington Federal Bank d/b/a WaFd Bank,75724.26,08/19/2021
3549827103,04/11/2020,"A.D. LIOU, DDS, MSD, PS",22815 100th Ave. West,EDMONDS,WA,98020-5919,10/21/2020,Paid in Full,74750,74750,KeyBank National Association,5,621210,Subchapter S Corporation,KeyBank National Association,,
5519967206,04/27/2020,STEVEN P MCCLEAN MD PC,"4300 Talbot Rd S, Suite 310",Renton,WA,98055,03/24/2021,Paid in Full,74742.48,74742.48,Washington Federal Bank d/b/a WaFd Bank,6,621111,Corporation,Washington Federal Bank d/b/a WaFd Bank,75311.35,02/04/2021
6086778300,01/26/2021,A CHILD BECOMES PRESCHOOL,2332 44th Ave SW,Seattle,WA,98116-2407,07/21/2021,Paid in Full,74735,74735,Umpqua Bank,22,624410,Professional Association,Umpqua Bank,74999.13,06/15/2021
5545747301,04/30/2020,OMAK PHARMACY INC.,903 ENGH RD STE A,OMAK,WA,98841-9627,07/17/2021,Paid in Full,74734,74734,"Bank of America, National Association",9,446110,Corporation,"Bank of America, National Association",75575.53,06/17/2021
4878917210,04/27/2020,"FRUIT VALLEY VILLAGE, LLC",1910 W FOURTH PLAIN BLVD,VANCOUVER,WA,98660-1337,02/18/2022,Paid in Full,74733,74733,Loan Source Incorporated,16,447110,Limited  Liability Company(LLC),Pacific Premier Bank,75392.29,03/18/2021
5249008206,08/07/2020,"OPTIMIST RETIREMENT GROUP, LLC",11400 SE 8th St. Ste 120,Bellevue,WA,98004-6431,09/29/2021,Paid in Full,74732,74732,"FC Marketplace, LLC (dba Funding Circle)",3,523999,Limited  Liability Company(LLC),"FC Marketplace, LLC (dba Funding Circle)",75468.94,08/05/2021
5682587700,05/01/2020,"BROAD STROKE ASSOCIATES, INC.",16326 STATE ROUTE 9 SE STE B,SNOHOMISH,WA,98296-8789,01/21/2021,Paid in Full,74728,74728,"Bank of America, National Association",7,811111,Corporation,"Bank of America, National Association",75202.98,12/23/2020
6381188401,02/10/2021,NELLIES RESTAURANT GROUP INC,27010 MAPLE VALLEY RD,MAPLE VALLEY,WA,98038,09/28/2021,Paid in Full,74718,74718,"Bank of America, National Association",11,722511,Corporation,"Bank of America, National Association",75102.85,08/18/2021
3950237208,04/27/2020,"O'MALLEY'S IRISH PUB, LLC",2403 6th Ave,Tacoma,WA,98406,02/18/2022,Paid in Full,74714,74714,Loan Source Incorporated,17,722410,Limited  Liability Company(LLC),Marlin Business Bank,75473.42,05/14/2021
7456377000,04/07/2020,"DAVE'S AUTO BODY & GLASS, INC.",8 W Emma,ROCKFORD,WA,99030,02/20/2021,Paid in Full,74705,74705,First Interstate Bank,5,811111,Subchapter S Corporation,First Interstate Bank,75300.59,01/27/2021
2806968310,01/21/2021,PH CONSULTING LLC,913 Martin Luther King Jr Way Ste A,Tacoma,WA,98405-4149,01/20/2022,Paid in Full,74700.96,74700.96,First Bank of the Lake,4,541330,Limited  Liability Company(LLC),First Bank of the Lake,75319.32,12/09/2021
1252157201,04/15/2020,ROUTE 522 TAPROOM INC,17802 134TH AVE NE,WOODINVILLE,WA,98072-8800,04/07/2021,Paid in Full,74700,74700,Coastal Community Bank,8,722513,Subchapter S Corporation,Coastal Community Bank,75346.72,03/08/2021
1269047700,05/01/2020,"THE HOSANNAH LAW GROUP, PLLC",7403 LAKEWOOD DR W STE 5,LAKEWOOD,WA,98499,07/22/2021,Paid in Full,74700,74700,"JPMorgan Chase Bank, National Association",40,541110,Corporation,"JPMorgan Chase Bank, National Association",75519.5,06/09/2021
2278227909,06/11/2020,BETTER LIVING THROUGH COFFEE INC.,100 Tyler St,PORT TOWNSEND,WA,98368-6702,05/08/2021,Paid in Full,74700,74700,1st Security Bank of Washington,16,722511,Corporation,1st Security Bank of Washington,75301.75,04/05/2021
4713047309,04/30/2020,FRANK HOTELS LONGVIEW LLC,501 THREE RIVERS DR,KELSO,WA,98626-3192,07/21/2021,Paid in Full,74700,74700,Umpqua Bank,14,721110,Limited  Liability Company(LLC),Umpqua Bank,75557.52,06/29/2021
4872337005,04/04/2020,"WASHINGTON PHYSICAL THERAPY, P.L.L.C.",3807 W Court St,PASCO,WA,99301-2778,11/07/2020,Paid in Full,74700,74700,Community First Bank,12,621340,Limited  Liability Company(LLC),Community First Bank,75071.43,10/13/2020
5094877207,04/27/2020,"TRUE RESTORATIONS, INC. DBA SERVPRO OF KIRKLAND",11834 NE 112th St,Kirkland,WA,98033,08/24/2021,Paid in Full,74700,74700,Banner Bank,10,236115,Corporation,Banner Bank,75596.4,07/14/2021
5298867010,04/05/2020,HOQUIAM VISION CLINIC PS,403 7th Street,HOQUIAM,WA,98550-3615,12/04/2020,Paid in Full,82000,74700,Timberland Bank,7,621320,Corporation,Timberland Bank,75148.2,11/23/2020
5515607010,04/05/2020,"GORE & GREWE, P.S.",103 E INDIANA AVE STE A,SPOKANE,WA,99207-2317,02/11/2021,Paid in Full,74700,74700,Washington Trust Bank,4,541110,Corporation,Washington Trust Bank,75285.32,01/25/2021
5547188310,01/25/2021,HOQUIAM VISION CLINIC PS,403 7th St,Hoquiam,WA,98550-3615,04/06/2022,Paid in Full,74700,74700,Timberland Bank,6,621320,Corporation,Timberland Bank,75524.77,03/14/2022
5898677005,04/06/2020,"TERRY W. GREER INC., P.S.",9332 271st st NW,STANWOOD,WA,98292-8072,07/08/2021,Paid in Full,74700,74700,Coastal Community Bank,5,541211,Corporation,Coastal Community Bank,75559.56,06/02/2021
6481177007,04/07/2020,HUGHES & NELSON,505 W RIVERSIDE AVE,SPOKANE,WA,99201-0500,06/11/2021,Paid in Full,74700,74700,Washington Trust Bank,5,541110,Limited  Liability Company(LLC),Washington Trust Bank,75514.54,05/18/2021
6668948303,01/27/2021,HUGHES & NELSON ATTORNEYS AT LAW PLLC,505 W Riverside Ave Ste 600,Spokane,WA,99201-0513,10/08/2021,Paid in Full,74700,74700,Washington Trust Bank,5,541199,Limited  Liability Company(LLC),Washington Trust Bank,75144.11,09/07/2021
7973027107,04/14/2020,TIMOTHY J MARKER DDS PC,2210 KULSHAN VIEW DR,MOUNT VERNON,WA,98273-2779,05/12/2021,Paid in Full,74700,74700,Peoples Bank,8,621210,Corporation,Peoples Bank,75407.58,04/01/2021
8681928410,02/13/2021,TRANSFORMATIONAL ADVISORY GROUP LLC,319 1st Ave S,Seattle,WA,98104-2505,01/31/2022,Paid in Full,74700,74700,Washington Trust Bank,5,523930,Limited  Liability Company(LLC),Washington Trust Bank,75246.44,11/15/2021
9970787301,05/03/2020,ANDREW J WYMAN DDS,795 NE Midway Blvd. Suite 201,OAK HARBOR,WA,98277-2683,06/12/2021,Paid in Full,74700,74700,HomeStreet Bank,5,621210,Sole Proprietorship,HomeStreet Bank,75444.95,05/11/2021
2758128310,01/21/2021,COMPUTER BUSINESS SOLUTIONS INC.,226 N Evergreen Rd,Spokane Valley,WA,99216-0820,07/14/2021,Paid in Full,74697.1,74697.1,Glacier Bank,7,541519,Corporation,Glacier Bank,74981.56,06/15/2021
9386307200,04/28/2020,CAP SANTE COURT OPERATIONS LLC,201 NE PARK PLAZA DR #105,VANCOUVER,WA,98684,05/15/2021,Paid in Full,74697,74697,Heritage Bank,12,623311,Limited  Liability Company(LLC),Heritage Bank,75423.51,04/21/2021
7250407709,05/01/2020,"TEQUILAS-EPHRATA, INC.",222 BASIN ST NW,EPHRATA,WA,98823,09/25/2021,Paid in Full,74695,74695,"U.S. Bank, National Association",10,,Corporation,"U.S. Bank, National Association",75622.46,08/05/2021
7280557709,05/01/2020,TODD G YOSHINO,33516 9TH AVE S,FEDERAL WAY,WA,98003,02/25/2021,Paid in Full,79693,74695,"U.S. Bank, National Association",5,621210,Sole Proprietorship,"U.S. Bank, National Association",75184.67,01/07/2021
5276048409,02/08/2021,BET BOON INC,724 S 3rd St,Renton,WA,98057-2539,08/20/2021,Paid in Full,74693,74693,Umpqua Bank,10,722513,Corporation,Umpqua Bank,75051.12,08/09/2021
5857457307,04/30/2020,O'MALLEY BROTHERS INC,754 BELL ST,EDMONDS,WA,98020,04/10/2021,Paid in Full,74686.54,74686.54,Cross River Bank,5,238130,Subchapter S Corporation,Cross River Bank,75331.1,03/17/2021
1590287208,04/15/2020,"SHIAD INVESTMENT, LLC",215 N. Samish Way,BELLINGHAM,WA,98225,03/30/2022,Paid in Full,74680,74680,Mountain Pacific Bank,15,721110,Corporation,Mountain Pacific Bank,75321,03/01/2021
9898818309,01/31/2021,PROFESSIONAL TAX & ACCOUNTING INC.,16650 NE 79th St Ste 103,Redmond,WA,98052-4467,12/21/2021,Paid in Full,74680,74680,KeyBank National Association,5,541219,Subchapter S Corporation,KeyBank National Association,75283.58,11/26/2021
1526208404,02/02/2021,KAR WAAI SY,15240 NE 15th Pl Apt C,Bellevue,WA,98007-4565,02/17/2022,Paid in Full,74679,74679,"Bank of America, National Association",9,722515,Limited  Liability Company(LLC),"Bank of America, National Association",75407.38,01/28/2022
4918527707,05/01/2020,ALELG LLC DBA BARRE3 VANCOUVER FELIDA,MAILING ADDRESS 31308 NE 49TH ST,CAMAS,WA,98607,06/09/2021,Paid in Full,74679,74679,"Wells Fargo Bank, National Association",28,,Limited  Liability Company(LLC),"Wells Fargo Bank, National Association",75409.42,04/29/2021
8235568605,03/24/2021,SHANA THOMPSON,1200 5th Ave Ste 2020,Seattle,WA,98101-0043,12/09/2021,Paid in Full,74678,74678,Global Federal Credit Union,4,541110,Sole Proprietorship,Global Federal Credit Union,75166.99,11/26/2021
1831668605,03/13/2021,SECURITY TAX SERVICES LLC,2910 Colby Ave Ste 200,Everett,WA,98201-4075,10/08/2021,Paid in Full,74674,74674,"U.S. Bank, National Association",8,541211,Limited  Liability Company(LLC),US Bank National Association,75040.21,09/14/2021
9528327409,05/20/2020,INVESCO GROUP INC,13317 NE 175TH ST Suite L,WOODINVILLE,WA,98072-3517,05/22/2021,Paid in Full,74671,74671,"JPMorgan Chase Bank, National Association",10,722511,Corporation,"JPMorgan Chase Bank, National Association",75341.79,04/19/2021
6048508909,05/01/2021,ALCANTAR ENTERPRISES INC.,108 MAIN ST,GRANGER,WA,98932,09/28/2021,Paid in Full,74665,74665,KeyBank National Association,25,445110,Corporation,KeyBank National Association,74797.97,08/23/2021
8698648307,01/29/2021,GAS-N-GRUB INC,101 Pacific Ave N,Long Beach,WA,98631-3989,12/09/2021,Paid in Full,74665,74665,Bank of the Pacific,11,722515,Subchapter S Corporation,Bank of the Pacific,75229.59,11/08/2021
9384278305,01/30/2021,KIDS CLUB AFTER SCHOOL PROGRAM,1242 18th Ave E,Seattle,WA,98112-3321,07/15/2021,Paid in Full,74664,74664,HomeStreet Bank,14,624410,Non-Profit Childcare Center,HomeStreet Bank,74921.74,06/15/2021
5256178405,02/08/2021,SEAN O. STOLLER INC.,23210 57th Ave W # 375,Mountlake Terrace,WA,98043-7017,07/15/2021,Paid in Full,74662,74662,HomeStreet Bank,5,425120,Corporation,HomeStreet Bank,74899.28,06/15/2021
5162777400,05/11/2020,BIG FURRY DOG,17737 15th Ave NW,SHORELINE,WA,98177-3302,10/30/2021,Paid in Full,74655,74655,Sound CU,5,541519,Subchapter S Corporation,Sound CU,75242.01,02/24/2021
3741737209,04/27/2020,COMMUNITY PASSAGEWAYS,PO Box 28685,SEATTLE,WA,98118,01/14/2021,Paid in Full,74646,74646,Boeing Empl CU,12,624190,Non-Profit Organization,Boeing Empl CU,75137.42,12/30/2020
8851018303,01/30/2021,SOUL SISTER ESTHETICS,207 1/2 E Holly St,Bellingham,WA,98225-4720,11/05/2021,Paid in Full,74638,74638,Whatcom Educational CU,7,812112,Limited  Liability Company(LLC),Whatcom Educational CU,75132.86,10/06/2021
