loannumber,dateapproved,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,initialapprovalamount,currentapprovalamount,servicinglendername,jobsreported,naicscode,businesstype,originatinglender,forgivenessamount,forgivenessdate
1480027101,04/10/2020,"LAWRENCE & WHEELER, INC",46 Main St,SPRINGFIELD,VT,05156-2905,02/20/2021,Paid in Full,115300,115300,Mascoma Bank,13,524210,Subchapter S Corporation,Mascoma Bank,116143.43,01/11/2021
4904747103,04/13/2020,SIMPLE ROUTE LLC,1690 Williston Road,SOUTH BURLINGTON,VT,05403-6428,02/05/2022,Paid in Full,115234,115234,Northfield Savings Bank,8,541512,Limited  Liability Company(LLC),Northfield Savings Bank,116035.74,02/12/2021
2657027102,04/11/2020,"PRECISION COMPOSITIES OF VERMONT, LLC",630 GILMAN RD,LYNDONVILLE,VT,05851-8311,03/08/2022,Paid in Full,115232,115232,Passumpsic Savings Bank,17,326199,Corporation,Passumpsic Savings Bank,116419.05,04/29/2021
1478728303,01/17/2021,MARK D KNOTT DDS PLC,217-4 Maxham Meadow Way,Woodstock,VT,05091-9795,10/06/2021,Paid in Full,115200,115200,Ledyard National Bank,8,621210,Sole Proprietorship,Ledyard National Bank,115941.7,09/15/2021
2103638505,02/19/2021,GOODRICHS MAPLE FARM LLC,2427 US Route 2,Cabot,VT,05647-9611,08/10/2021,Paid in Full,115200,115200,Community National Bank,29,111998,Limited  Liability Company(LLC),Community National Bank,115603.99,07/08/2021
3098087106,04/11/2020,MARK D KNOTT DDS PLC,2174 MAXHAM MEADOW WAY #2B,WOODSTOCK,VT,05091-9795,02/06/2021,Paid in Full,115200,115200,Ledyard National Bank,9,621210,Sole Proprietorship,Ledyard National Bank,116023.76,01/07/2021
5690017007,04/06/2020,GOODRICH'S MAPLE FARM LLC,2427 US ROUTE 2,CABOT,VT,05647-9611,01/07/2021,Paid in Full,115200,115200,Community National Bank,29,111998,Limited  Liability Company(LLC),Community National Bank,116001.67,12/28/2020
3367807303,04/29/2020,MOMENTUM PHYSICAL THERAPY,160 Flynn Ave,BURLINGTON,VT,05401,03/20/2021,Paid in Full,115198,115198,"Community Bank, National Association",12,621340,Limited  Liability Company(LLC),"Community Bank, National Association",116100.65,02/16/2021
2653547108,04/11/2020,MAPLE STREET CINEMAS CORPORATION,190 Boxwood Steet,WILLISTON,VT,05495-8222,08/24/2021,Paid in Full,115127,115127,"TD Bank, National Association",17,512131,Corporation,"TD Bank, National Association",116585.28,07/29/2021
3946718203,08/05/2020,"GRANITE CITY HOUSING, INC.",120 HILL ST,BARRE,VT,05641-3905,07/09/2021,Paid in Full,115025,115025,Manufacturers and Traders Trust Company,21,623312,Non-Profit Organization,Manufacturers and Traders Trust Company,115970.41,06/04/2021
2089978505,02/19/2021,GK BISSON TRUCKING LLC,185 Ferno Rd,Williamstown,VT,05679-9130,11/20/2021,Paid in Full,115020,115020,"TD Bank, National Association",8,484110,Corporation,"TD Bank, National Association",115780.41,10/25/2021
1838637200,04/15/2020,SCHRAMM & SYMANCYK PLLC,1049 N Hartland Rd,White River Jct,VT,05001,05/13/2021,Paid in Full,115000,115000,Mascoma Bank,17,621210,Limited  Liability Company(LLC),Mascoma Bank,116121.64,04/14/2021
5239598400,02/08/2021,BLACK DIAMOND BUILDERS INC,1691 Grove St,Brandon,VT,05733-9415,09/15/2021,Paid in Full,115000,115000,Heritage Family FCU,10,236115,Corporation,Heritage Family FCU,115567.12,08/11/2021
6637037008,04/07/2020,BLACK DIAMOND BUILDERS INC,1691 GROVE ST,BRANDON,VT,05733-9415,03/05/2021,Paid in Full,115000,115000,Heritage Family FCU,10,238190,Corporation,Heritage Family FCU,115872.74,01/20/2021
7906177008,04/08/2020,"M3P THAICO, LLC D/B/A TINY THAI RESTAURANT",24 Main Street,WINOOSKI,VT,05404-2203,04/07/2022,Paid in Full,115000,115000,EastRise Federal Credit Union,28,722511,Corporation,EastRise Federal Credit Union,115822.33,01/07/2021
7829627007,04/08/2020,DEJAMES HOSPITALITY LLC,1661 East Warren Road,WAITSFIELD,VT,05673-7127,02/05/2022,Paid in Full,114979,114979,Northfield Savings Bank,7,721191,Limited  Liability Company(LLC),Northfield Savings Bank,115953.13,02/17/2021
