loannumber,dateapproved,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,initialapprovalamount,currentapprovalamount,servicinglendername,jobsreported,naicscode,businesstype,originatinglender,forgivenessamount,forgivenessdate
3632279010,05/19/2021,CHARLES BACHMAN,21000 290th Ave SE,Maple Valley,WA,98038-7727,04/12/2022,Paid in Full,37204,37204,Montana Community Development Corp.,1,424430,Sole Proprietorship,Montana Community Development Corp.,37497.5,03/21/2022
6665698403,02/10/2021,T9O GAS AND FOOD LLC,319 Wichman St S,Tenino,WA,98589-9332,07/14/2022,Paid in Full,37203,37203,Umpqua Bank,6,447110,Subchapter S Corporation,Umpqua Bank,37695.3,06/24/2022
9992598507,03/12/2021,HANDMAID RESIDENTIAL CLEANING LLC,103 E Main St Ste B204,Walla Walla,WA,99362-1900,08/16/2022,Paid in Full,37203,37203,Washington Federal Bank d/b/a WaFd Bank,10,561720,Limited  Liability Company(LLC),Washington Federal Bank d/b/a WaFd Bank,37703.17,07/13/2022
6584397104,04/14/2020,CASCADE ENERGY SERVICES LLC,1125 Vernon Rd,LAKE STEVENS,WA,98258,03/16/2021,Paid in Full,37202.66,37202.66,First Financial Northwest Bank,2,238290,Limited  Liability Company(LLC),First Financial Northwest Bank,37474.8,01/20/2021
4227557303,04/29/2020,RICS GARAGE DOOR AND OPENER SERVICE LLC,9622 153RD AVE NE,REDMOND,WA,98052,05/12/2021,Paid in Full,37202,37202,"Wells Fargo Bank, National Association",2,236115,Sole Proprietorship,"Wells Fargo Bank, National Association",37533.25,04/06/2021
2156707107,04/10/2020,BURLINGTON LLC,866 S Burlington Blvd,BURLINGTON,WA,98233-3308,02/24/2021,Paid in Full,37200,37200,KeyBank National Association,15,721110,Corporation,KeyBank National Association,37459.89,01/08/2021
2278687907,06/11/2020,OCEAN SPORT FISHING CHARTERS,WESTHAVEN DR,WESTPORT,WA,98595-9600,03/09/2021,Paid in Full,37200,37200,1st Security Bank of Washington,5,487210,Sole Proprietorship,1st Security Bank of Washington,37439.73,02/04/2021
2588537304,04/29/2020,"MID-COLUMBIA COMMERCIAL DOORS, INC",6174 W VAN GIESEN ST,WEST RICHLAND,WA,99353-9313,01/21/2021,Paid in Full,37200,37200,Umpqua Bank,4,238290,Corporation,Umpqua Bank,37422.18,12/10/2020
2598297101,04/11/2020,"CHIANGLIN LAW FIRM, PLLC",10 148TH AVE NE Suite 202,BELLEVUE,WA,98007-4943,06/17/2021,Paid in Full,37200,37200,East West Bank,2,541110,Limited  Liability Company(LLC),East West Bank,37611.27,05/20/2021
2715608410,02/04/2021,JET GENERAL CONTRACTOR INC,11201 Peter Anderson Rd,Burlington,WA,98233-9794,11/06/2021,Paid in Full,37200,37200,SaviBank,6,238350,Corporation,SaviBank,37455.81,10/20/2021
3252747102,04/11/2020,MELODY WILLIAMS INSURANCE AGENCY LLC,4304 6th Ave,TACOMA,WA,98406-4015,08/20/2021,Paid in Full,37200,37200,KeyBank National Association,3,524210,Limited  Liability Company(LLC),KeyBank National Association,37671.88,07/29/2021
3358357101,04/11/2020,"COLUMBIA HOTEL MANAGEMENT, INC.",21505 Cottonwood Drive,KENNEWICK,WA,99338-7519,03/20/2021,Paid in Full,37200,37200,Umpqua Bank,4,721110,Corporation,Umpqua Bank,37445.97,02/12/2021
3395918501,02/23/2021,DONALD DAVENPORT,2549 Westhaven Dr,Westport,WA,98595,01/08/2022,Paid in Full,37200,37200,1st Security Bank of Washington,4,487210,Sole Proprietorship,1st Security Bank of Washington,37488.3,12/01/2021
3475037109,04/11/2020,RATD ENTERPRISES INC.,12003 MUKILTEO SPEEDWAY STE 101,MUKILTEO,WA,98275-5733,03/05/2021,Paid in Full,37200,37200,Coastal Community Bank,9,447110,Subchapter S Corporation,Coastal Community Bank,37517.98,02/24/2021
4771267107,04/13/2020,ACTION PAGES SW LLC,2021 E. College Way Suite 101,Mount Vernon,WA,98273-2317,04/08/2021,Paid in Full,37200,37200,SaviBank,5,511140,Limited  Liability Company(LLC),SaviBank,37534.29,03/16/2021
4924987407,05/11/2020,"SENTINEL WEALTH MANAGEMENT, INC.",1808 PINE ST,LYNDEN,WA,98264-9772,10/09/2021,Paid in Full,37200,37200,Coastal Community Bank,1,523920,Subchapter S Corporation,Coastal Community Bank,37651.5,08/05/2021
5402077304,04/30/2020,REH MEDICAL INC.,16009 PACIFIC AVE S,SPANAWAY,WA,98387-8259,02/19/2022,Paid in Full,37200,37200,Umpqua Bank,4,423450,Corporation,Umpqua Bank,37819.66,01/04/2022
5677297408,05/12/2020,ALL AROUND CONCRETE LLC,374 LAURIE DR,WENATCHEE,WA,98801-5002,05/21/2021,Paid in Full,37200,37200,Washington Trust Bank,7,238110,Limited  Liability Company(LLC),Washington Trust Bank,37533.27,04/08/2021
5806137207,04/27/2020,ERIK MORRIS INC.,818 E SHARP AVE,SPOKANE,WA,99202-1935,03/23/2021,Paid in Full,37200,37200,Washington Trust Bank,10,722513,Corporation,Washington Trust Bank,37501.68,02/25/2021
6075627408,05/13/2020,GARY CRABTREE MD,"1125 s 2nd ave., suite B",walla walla,WA,99362,11/18/2021,Paid in Full,37200,37200,Banner Bank,4,621111,Sole Proprietorship,Banner Bank,37712.65,10/07/2021
6311037008,04/06/2020,"JARRETT ENTERPRISES MONTANA, LLC",24 N BENTON ST,KENNEWICK,WA,99336-3803,01/12/2021,Paid in Full,37200,37200,Farmers State Bank,3,532490,Limited  Liability Company(LLC),Farmers State Bank,37446.64,12/15/2020
6368958402,02/10/2021,IN SOLIDARITY LLC,4501 Rainier Ave S,Seattle,WA,98118-1656,07/14/2021,Paid in Full,37200,37200,Boeing Empl CU,7,621330,Corporation,Boeing Empl CU,37337.43,06/28/2021
