loannumber,dateapproved,borrowername,borroweraddress,borrowercity,borrowerstate,borrowerzip,loanstatusdate,loanstatus,initialapprovalamount,currentapprovalamount,servicinglendername,jobsreported,naicscode,businesstype,originatinglender,forgivenessamount,forgivenessdate
1232467203,04/15/2020,PREFERRED INSURANCE SERVICES,3215 Golf Rd Suite 190,Delafield,WI,53018,01/21/2021,Paid in Full,25767,25767,Cross River Bank,3,524210,Corporation,Cross River Bank,25944.9,12/31/2020
7631798100,07/23/2020,MICHAEL L. VOSS,332 North 76th Street,Milwaukee,WI,53213-3534,04/09/2021,Paid in Full,25767,25767,Milwaukee Economic Development Corporation,4,524210,Sole Proprietorship,Milwaukee Economic Development Corporation,25910.31,02/24/2021
4385468509,02/25/2021,ROBERT STAY,S725 Pfund Rd,Mondovi,WI,54755-8024,07/13/2021,Paid in Full,25766,25766,Citizens Community Federal National Association,1,112120,Sole Proprietorship,Citizens Community Federal National Association,25846.88,06/25/2021
6029857406,05/13/2020,JAMES P HENSCHEL,W7031 HICKORY LN,ELKHART LAKE,WI,53020-1812,11/05/2021,Paid in Full,12820,25764,Cleveland State Bank,3,112120,Self-Employed Individuals,Cleveland State Bank,26033.71,10/14/2021
8772097703,05/01/2020,ZOOK TAX & ACCOUNTING LLC,74 S Main St Ste 206,Fond du Lac,WI,54935,02/24/2021,Paid in Full,25763,25763,Cross River Bank,2,541213,Self-Employed Individuals,Cross River Bank,25912.64,12/14/2020
2061648302,01/20/2021,AMERICAN PRINT QUIK LTD.,N88 W15326 MAIN ST,MENOMONEE FALLS,WI,53051,11/13/2021,Paid in Full,25762.5,25762.5,BMO Bank National Association,3,323111,Corporation,BMO Bank National Association,25939.86,10/06/2021
4052697808,05/27/2020,"AMERICAN PRINT QUIK, LTD.",N88 W 15326 MAIN ST,MENOMONEE FALLS,WI,53051,05/20/2021,Paid in Full,25762,25762,BMO Bank National Association,3,323111,Corporation,BMO Bank National Association,25984.33,04/13/2021
9564907000,04/09/2020,TSF HOLDINGS OF BROOKFIELD LLC,15500 W GREENFIELD AVE,BROOKFIELD,WI,53005-7016,03/19/2021,Paid in Full,25760,25760,"Hinsdale Bank & Trust Company, National Association",5,812111,Limited  Liability Company(LLC),"Hinsdale Bank & Trust Company, National Association",25378.67,12/22/2020
3557558308,01/22/2021,WITTIG INC,311 Wittig Rd,Tomah,WI,54660-3118,11/11/2021,Paid in Full,25755,25755,Citizens First Bank,5,447110,Corporation,Citizens First Bank,25947.45,10/25/2021
5632527401,05/12/2020,OPTIMAL PERFORMANCE HEALTH CARE CENTER LLC,15850 W. Bluemound rd 305,brookfield,WI,53005,03/23/2022,Paid in Full,25755,25755,Cross River Bank,2,621310,Limited  Liability Company(LLC),"Kabbage, Inc.",26148.03,11/24/2021
9813197210,04/28/2020,"CHIRO-HEALTH MANAGEMENT SERVICES, INC.",1031 E CHATEAU PL,MILWAUKEE,WI,53217-5942,02/23/2021,Paid in Full,25755,25755,Crossbridge Community Bank,6,621310,Corporation,Crossbridge Community Bank,25940.58,01/25/2021
1132017200,04/15/2020,"PARRFECTION PRODUCE, LLC",N6550 COUNTY RD,MONTICELLO,WI,53570-9546,12/10/2020,Paid in Full,25753.07,25753.07,Woodford State Bank,3,445230,Limited  Liability Company(LLC),Woodford State Bank,25907.59,11/27/2020
1366988306,01/17/2021,PARRFECTION PRODUCE LLC,N6550 County Road N,Monticello,WI,53570-9546,08/05/2021,Paid in Full,25753.07,25753.07,Woodford State Bank,4,445230,Limited  Liability Company(LLC),Woodford State Bank,25864.55,07/06/2021
6628328300,01/27/2021,CAFE 36 LLC,920 E Main St Ste 200,Waterford,WI,53185-4536,02/17/2021,Paid in Full,25753,25753,Community State Bank,11,722511,Limited  Liability Company(LLC),Community State Bank,26074.74,05/04/2022
5319707204,04/27/2020,CIVAL COLLECTIVE,911 W NATIONAL AVE,MILWAUKEE,WI,53204,06/11/2021,Paid in Full,25752,25752,Quontic Bank,8,448310,Limited  Liability Company(LLC),Intuit Financing Inc.,26022.22,05/25/2021
8786228800,04/22/2021,FRENCH CREEK CATTLE LLC,7330 Polifka Rd,Whitelaw,WI,54247-9776,11/13/2021,Paid in Full,25751.05,25751.05,Nicolet National Bank,3,112111,Single Member LLC,Nicolet National Bank,25867.46,10/06/2021
8801547108,04/15/2020,BRUNKOW CONSTRUCTION LLC,843 Main St,Darlington,WI,53530,12/18/2020,Paid in Full,25751,25751,The Bank of New Glarus,5,238110,Limited  Liability Company(LLC),The Bank of New Glarus,25886.19,10/29/2020
1739757108,04/10/2020,STEVEN STRASSBURG AGENCY INC,3315 CALUMET AVE STE D,MANITOWOC,WI,54220-5425,11/14/2020,Paid in Full,25750,25750,"Bank First, N.A.",4,524210,Corporation,"Bank First, N.A.",25888.05,11/02/2020
1790598306,01/19/2021,TALSKY & TALSKY S.C.,7111 W Edgerton Ave Ste 102,Greenfield,WI,53220-4574,11/06/2021,Paid in Full,25750,25750,"PyraMax Bank, FSB",2,541110,Subchapter S Corporation,"PyraMax Bank, FSB",25930.97,10/06/2021
2170398309,01/20/2021,CLIFFS CUSTOM CONCRETE LLC,N9723 E Bay Dr,Necedah,WI,54646-3400,09/15/2021,Paid in Full,25750,25750,Oak Bank,1,238110,Limited  Liability Company(LLC),Oak Bank,25890.91,08/13/2021
2341698300,01/20/2021,DANE COUNTY FARMERS' MARKET INC.,302 S Dickinson St,Madison,WI,53703-3711,11/13/2021,Paid in Full,25750,25750,BMO Bank National Association,3,454390,Corporation,BMO Bank National Association,25937.66,10/20/2021
3363947803,05/26/2020,"DANE COUNTY FARMERS' MARKET, INC.",302 S DICKENSON ST,MADISON,WI,53703,05/20/2021,Paid in Full,25750,25750,BMO Bank National Association,3,454390,Corporation,BMO Bank National Association,25977.87,04/19/2021
4269128308,01/23/2021,ABCO FUTURES LLC,5316 Scenic Ridge Trl,Middleton,WI,53562-3961,11/16/2021,Paid in Full,25750,25750,Old National Bank,1,523140,Limited  Liability Company(LLC),Old National Bank,25903.79,09/07/2021
4935177101,04/13/2020,RED STAR KENNEL LLC,977 SCOTT RD,HUDSON,WI,54016-7637,02/09/2021,Paid in Full,25750,25750,"Associated Bank, National Association",6,812910,Limited  Liability Company(LLC),"Associated Bank, National Association",25937.66,01/07/2021
5763547102,04/14/2020,TALSKY & TALSKY,7111 W EDGERTON AVE STE 102,MILWAUKEE,WI,53220-4481,02/06/2021,Paid in Full,25750,25750,North Shore Bank,2,541110,Subchapter S Corporation,North Shore Bank,25946.83,01/25/2021
